59.1	18
59.2	15
59.3	15
59.4	12
59.5	18
59.6	19
59.7	19
59.8	21
59.9	18
60.0	18
60.1	26
60.2	12
60.3	16
60.4	16
60.5	21
60.6	15
60.7	23
60.8	17
60.9	17
61.0	13
61.1	19
61.2	15
61.3	16
61.4	14
61.5	15
61.6	19
61.7	25
61.8	16
61.9	16
62.0	15
62.1	14
62.2	21
62.3	13
62.4	19
62.5	15
62.6	16
62.7	17
62.8	12
62.9	17
63.0	15
63.1	16
63.2	16
63.3	14
63.4	18
63.5	16
63.6	23
63.7	17
63.8	26
63.9	17
64.0	21
64.1	19
64.2	17
64.3	15
64.4	24
64.5	17
64.6	19
64.7	21
64.8	25
64.9	27
65.0	24
65.1	13
65.2	17
65.3	22
65.4	20
65.5	20
65.6	20
65.7	18
65.8	25
65.9	27
66.0	16
66.1	19
66.2	15
66.3	20
66.4	23
66.5	16
66.6	19
66.7	18
66.8	20
66.9	25
67.0	20
67.1	20
67.2	21
67.3	28
67.4	22
67.5	27
67.6	27
67.7	36
67.8	65
67.9	102
68.0	90
68.1	45
68.2	44
68.3	30
68.4	31
68.5	25
68.6	20
68.7	24
68.8	22
68.9	28
69.0	18
69.1	22
69.2	19
69.3	21
69.4	22
69.5	15
69.6	29
69.7	23
69.8	23
69.9	33
70.0	46
70.1	59
70.2	40
70.3	34
70.4	27
70.5	23
70.6	24
70.7	26
70.8	23
70.9	24
71.0	19
71.1	20
71.2	16
71.3	21
71.4	22
71.5	31
71.6	30
71.7	24
71.8	28
71.9	31
72.0	34
72.1	32
72.2	33
72.3	46
72.4	65
72.5	112
72.6	255
72.7	298
72.8	130
72.9	65
73.0	46
73.1	42
73.2	31
73.3	29
73.4	33
73.5	24
73.6	29
73.7	30
73.8	31
73.9	30
74.0	29
74.1	26
74.2	18
74.3	24
74.4	17
74.5	19
74.6	23
74.7	27
74.8	25
74.9	23
